"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Colombia","COL","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1595808383","1.2348802395","1.3100673653","1.3853106287","1.4605538922","1.5357971557","1.6110404192","1.6862836826","1.7619760479","2.0644526103","2.3679770769","2.6715015434","2.97502601","3.2785504766","3.5820749431","3.8855994097","4.1891238763","4.1262925219","4.0634611677","4.1694386886","4.282896247","4.3909780898","","","",
"Comoros","COM","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8333333333","0.8333333333","0.8333333333","0.8333333333","0.8333333333","0.8333333333","0.8333333333","0.8333333333","0.8333333333","0.8333333333","0.8333333333","0.8333333333","0.8333333333","0.8333333333","0.8333333333","0.8333333333","0.8333333333","0.8333333333","0.8333333333","0.8333333333","0.8333333333","0.8333333333","0.8333333333","","","",
"Cabo Verde","CPV","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.1833333333","8.5342087037","9.8850840741","11.2359594444","13.6040343704","15.9721092963","18.3401842222","20.7082591481","23.0763340741","25.444409","27.8124839259","30.1805588519","32.5486337778","34.9167087037","37.2847836296","39.6528585556","42.0209334815","44.3890084074","48.95751","68.9437366667","57.1775066667","","","",
"Costa Rica","CRI","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.9903088737","4.2083976109","4.6820648464","5.4505426621","4.987559727","4.1638225256","5.2110238908","5.3551706485","5.3516723549","5.8819624573","","","",
"Caribbean small states","CSS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.92878032","17.9462099057","17.9636394914","17.9810690771","17.9984986629","18.0159282486","18.0319816086","18.0494111943","18.0668407801","18.0842703658","18.1016999515","18.1191295372","16.9836573198","19.7414415964","20.8374333391","20.7085842078","21.7862262744","22.8638683411","23.9394460692","23.9394460692","23.9394460692","23.9394460692","23.9394460692","23.9394460692","23.9394460692","23.9394460692","23.9394460692","","","",
"Curacao","CUW","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","21.186440678","21.7878622198","22.3892837616","22.9907053034","23.5921268453","24.1935483871","24.8223072717","25.4510661564","26.079825041","26.7085839256","27.3373428103","27.9661016949","28.7588846364","29.4696555495","30.1804264625","30.4811372335","29.7977036632","29.1142700929","28.4308365227","27.5130828712","26.5953292197","25.6775755682","24.7598219167","23.8420682653","22.9243146138","22.0065609623","20.4951964383","23.3324220886","23.151995626","22.9715691635","22.7911427009","22.6107162384","22.4302897758","21.9382176052","25.1913613997","27.4603608529","30.1804264625","34.8961180973","28.2668124658","29.6610169492","31.7113176599","29.7977036632","29.5243302351","28.2941498086","27.6107162384","31.5746309459","32.1213778021","","","",
"Czechia","CZE","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.0600760456","21.9604562738","20.8608365019","19.9076045627","37.9029805353","36.1256082725","34.3482360097","32.570863747","30.7934914842","29.0161192214","29.203163017","29.3902068127","29.5772506083","29.7642944039","29.9513381995","30.2311435523","29.6076642336","29.6684914842","28.6952554745","27.9866180049","25.0958029197","25.0912408759","24.3309002433","24.8600973236","24.7871046229","24.1788321168","22.901459854","20.7725060827","20.5139902676","","","",
"Germany","DEU","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.4210526316","68.4600977248","67.8995874178","67.4341050164","66.928297903","65.4675927632","64.9434523575","62.7833549479","62.1855864172","61.5231338816","61.3018708882","60.9343188048","58.8622313596","56.9447861842","55.287205318","54.4576123904","44.2091557018","53.2747341009","54.396875","45.2179276316","49.9216036184","46.1172436952","34.7121710526","42.911310307","40.8900836075","33.5019188596","38.0323519737","36.8984841009","35.3516570724","35.3516570724","35.3516570724","","","",
"Djibouti","DJI","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","2.6666666667","2.9111111111","3.1555555556","3.4","3.6444444444","3.8888888889","4.1333333333","4.3777777778","4.6222222222","4.8333333333","5.1111111111","5.3555555556","5.6","5.8111111111","6.0888888889","6.3333333333","6.3333333333","6.3333333333","6.3333333333","6.3333333333","6.3333333333","6.3333333333","6.3333333333","6.3333333333","6.3333333333","6.3333333333","6.3333333333","6.3333333333","6.3333333333","6.3333333333","6.3333333333","6.3333333333","6.3333333333","6.3333333333","6.3333333333","6.3333333333","6.3333333333","","","",
"Dominica","DMA","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.3","8.3","8.3","8.3","8.3","8.3","8.3","8.3","8.3","8.5833333333","8.8666666667","9.15","9.4333333333","9.7166666667","10","10","10","10","10","10","10","10","10","10","10","10","","","",
"Denmark","DNK","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","19.469983775","22.0930232558","24.7160627366","27.3391022174","29.9621416982","32.585181179","32.585181179","32.585181179","32.585181179","32.585181179","32.585181179","35.2893455922","37.9935100054","40.6976744186","43.4018388318","46.106003245","41.1483684875","36.1907337299","31.2330989724","33.1679728691","35.1028467658","33.6325412979","32.1622358301","30.6919303623","29.2216248945","27.7513194267","26.2810139589","24.8107084911","23.382368848","21.954029205","20.5256895619","19.0973499189","17.6690102758","17.4508743465","17.2327384172","17.0146024878","16.0167658194","15.0189291509","18.8209843158","17.8393726339","21.8739859383","23.409951325","19.6998377501","27.2850189292","26.7495943753","21.9524067063","23.9858031368","24.2238507301","29.9031097891","25.5704164413","26.4042725798","26.4042725798","","","",
"Dominican Republic","DOM","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.961870982","27.6113943693","28.2609177566","28.9104411439","29.5599645311","30.2094879184","32.0782531589","33.9470183995","35.81578364","37.6845488805","39.553314121","39.553314121","39.553314121","39.553314121","39.553314121","39.553314121","39.553314121","39.553314121","39.553314121","39.553314121","39.553314121","39.553314121","","","",
"Algeria","DZA","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","28.1412691712","29.5483326298","30.9553960884","32.3624595469","33.7695230055","35.176586464","36.5836499226","37.9907133812","39.3977768397","40.8048402983","42.2119037569","43.6189672154","45.026030674","46.4330941325","47.8401575911","49.2472210497","52.0613479668","54.8754748839","57.689601801","60.5037287182","62.4173350218","64.1017178966","65.7861007713","67.4704836461","69.1548665208","70.8392493956","72.5236322704","74.2080151451","75.8923980199","77.5767808946","79.2611637694","81.7105201445","85.0373724582","87.5228008238","90.0082291893","92.4936575549","94.9790859204","97.464514286","99.9499426515","102.4353710171","104.9207993826","107.4062277481","109.7509497678","115.1634538718","120.5759579757","125.9884620796","129.8719572253","137.9203602082","137.9203602082","137.9203602082","137.9203602082","137.9203602082","","","",
"East Asia & Pacific (excluding high income)","EAP","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Early-demographic dividend","EAR","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific","EAS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.406497948","6.4816689466","6.5568399453","6.6320109439","6.7071819425","6.7823529412","6.7823529412","6.7823529412","6.7823529412","6.7823529412","6.7823529412","6.7823529412","6.7823529412","6.7823529412","6.7823529412","6.7823529412","6.7823529412","6.7823529412","6.7823529412","6.7823529412","6.7823529412","6.7823529412","","","",
"Egypt, Arab Rep.","EGY","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","87.795992714","88.4942319369","89.1924711597","89.8907103825","90.5889496053","91.2871888282","91.985428051","92.6836672738","93.3819064967","94.0801457195","94.7783849423","95.4766241651","96.174863388","96.8731026108","97.5713418336","98.2240437158","98.9222829387","99.6205221615","99.9544626594","103.2391360916","106.5238095238","109.8128545407","113.1018995576","116.3909445746","119.6799895915","103.8797814208","106.9344262295","109.9890710383","113.043715847","116.0983606557","119.1530054645","122.2076502732","125.262295082","128.3169398907","131.3715846995","134.4262295082","130.5100182149","131.693989071","132.9690346084","110.5646630237","110.9289617486","110.4735883424","141.1657559199","141.1657559199","141.1657559199","141.1657559199","141.1657559199","","","",
"Euro area","EMU","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.9377880184","8.7471198157","9.5564516129","10.3657834101","11.1751152074","11.1751152074","11.1751152074","11.1751152074","11.1751152074","11.1751152074","11.1751152074","11.1751152074","11.1751152074","11.1751152074","11.1751152074","11.1751152074","11.1751152074","11.1751152074","11.1751152074","11.1751152074","11.1751152074","11.1751152074","","","",
"Spain","ESP","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","49.1888207226","50.2358554874","51.2828902522","52.329925017","53.3769597819","54.4239945467","55.8773006135","57.3306066803","58.7839127471","60.2372188139","61.6905248807","62.5112474438","60.0430811179","57.5749147921","55.1067484663","52.6385821404","50.1704158146","49.6478073165","49.1251988185","48.6025903204","48.0799818223","47.5573733242","47.0347648262","47.7641445126","48.493524199","49.2229038855","48.815269257","48.4076346285","49.2847080209","50.1617814133","51.0388548057","49.3612815269","47.6837082481","47.4164962509","49.2433537832","47.7300613497","47.8118609407","50.1022494888","44.1036128153","44.7975460123","42.9584185412","42.5644171779","41.0279481936","40.0940695297","39.8289025222","43.2540392297","43.2540392297","","","",
"Estonia","EST","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.4632034632","23.8744588745","19.2857142857","14.696969697","14.7826221398","14.8682745826","14.9539270254","15.0395794682","15.1252319109","15.2108843537","15.2965367965","16.2067099567","17.1168831169","18.0270562771","18.9372294372","19.8474025974","17.3593073593","14.9134199134","19.9350649351","20.2813852814","17.6515151515","18.9177489177","18.6147186147","17.4820632035","18.9545454545","19.3170995671","17.4084415584","10.8923160173","9.2310854978","10.8198013312","","","",
"Ethiopia","ETH","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.996941896","19.344648318","21.6923547401","24.0400611621","24.7870725605","25.5351403948","26.2826800111","27.0281067556","27.775118154","28.5221295524","29.2691409508","30.0161523492","30.7631637476","31.510175146","32.2629969419","32.2571865443","32.2571865443","32.2571865443","32.2571865443","32.2571865443","","","",
"European Union","EUU","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","7.8254683424","7.9440360446","8.0626037467","8.1811714489","8.2997391511","8.4183068532","8.4894474745","8.5605880958","8.6317287171","8.7028693384","8.7740099597","8.9162912023","9.0585724449","9.2008536875","9.34313493","9.4854161726","8.6919611098","7.898506047","7.1050509841","6.3115959213","5.5181408584","5.6409769979","5.7638131373","5.8866492767","6.0094854162","6.1323215556","5.9791913683","5.8260611809","5.6729309936","5.5198008063","6.9612452996","8.402689793","9.8441342864","11.2733070226","12.7024797588","14.131652495","15.5608252312","14.550154138","13.5394830448","12.5288119516","11.5181408584","10.5074697652","9.496798672","8.4861275788","7.4754564857","6.4647853925","5.4541142993","5.4541142993","6.6397913208","7.1140621295","7.1140621295","7.1140621295","","","",
"Fiji","FJI","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1050788091","0.1190084871","0.1329381652","0.1468678432","0.1607975212","0.1747271992","0.1886568773","0.2025865553","0.2165162333","0.2304459114","0.2443755894","0.2583052674","0.2722349454","0.2861646235","0.2884063047","0.290647986","0.2928896673","0.2951313485","0.2973730298","0.2973730298","0.2973730298","0.2973730298","0.2973730298","0.2973730298","0.2973730298","0.2973730298","0.2973730298","0.2973730298","0.2973730298","0.2973730298","0.2973730298","0.2973730298","0.2973730298","0.2973730298","0.2973730298","","","",
"France","FRA","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","27.1067145233","27.7928740261","28.4790335288","29.1651930316","29.8513525344","30.5375120371","31.0274008579","31.5172896787","32.0071784995","32.4970673203","32.9869561411","33.6601593277","34.3333625142","32.7772038869","31.2210452596","29.6648866322","28.1087280049","26.5525693776","27.2435729085","27.9345764393","28.6255799702","28.4745688523","28.3235577344","28.6427966967","28.9620356591","29.2812746214","28.2062505471","27.1312264729","25.089731244","24.9236627856","25.0179462488","26.390615425","24.567101462","23.7739648078","23.8965245557","24.6134990808","23.1427821063","23.5892497593","23.5690486825","22.9467619102","21.5981370743","21.5981370743","","","",
"Faroe Islands","FRO","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2166064982","0.2333518467","0.2500971952","0.2668425437","0.2835878923","0.3003332408","0.3170785893","0.3338239378","0.3505692863","0.3673146348","0.3840599833","0.4008053319","0.4175506804","0.4342960289","0.4478700361","0.4614440433","0.4750180505","0.4885920578","0.502166065","0.502166065","0.502166065","0.502166065","0.502166065","0.502166065","0.502166065","0.502166065","0.502166065","0.502166065","0.502166065","0.502166065","0.502166065","0.502166065","0.502166065","0.502166065","0.502166065","","","",
"United Kingdom","GBR","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","22.9838022165","22.3086104007","21.6334185848","20.958226769","20.2830349531","19.6078431373","19.7851662404","19.9624893436","20.1398124467","20.3171355499","20.494458653","20.5183290708","20.5421994885","20.5660699062","20.589940324","20.6138107417","20.7481515927","20.8824924436","21.0168332946","21.1511741455","21.2855149965","21.4198558475","21.5541966984","21.6885375494","21.8228784004","21.9572192513","22.0915601023","14.5149190111","14.231884058","14.1193520887","14.0903665814","13.1031543052","13.6692242114","13.0451832907","12.42114237","13.9130434783","14.3546462063","14.3546462063","14.3546462063","14.3546462063","14.3546462063","14.3546462063","","","",
"Georgia","GEO","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.2850380022","9.7793485342","9.2736590662","8.7679695983","8.2622801303","7.7565906623","7.2509011944","6.7452117264","6.2395222584","6.1727252986","6.1059283388","6.0391313789","5.9723344191","5.9055374593","5.9163952226","5.9272529859","5.9381107492","5.842487785","5.7468648208","5.6512418567","5.5556188925","5.4599959283","5.3643729642","5.26875","5.1731270358","4.4772964169","4.2056026059","5.1209771987","5.3867100977","5.2409771987","","","",
"Ghana","GHA","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","1.3077593723","1.4068584714","1.5059575705","1.6050566696","1.7041557687","1.8032548678","1.9023539669","2.001453066","2.1005521651","2.1996512642","2.2987503633","2.3978494624","2.4969485615","2.5960476606","2.6951467597","2.7942458588","2.8933449579","2.992444057","3.0915431561","3.1906422552","3.2897413543","3.3888404534","3.4879395525","3.5870386516","3.6861377507","3.7852368498","3.8843359489","3.983435048","4.0825341471","4.1816332461","4.2807323452","4.3989755885","4.5172188317","4.635462075","4.7537053182","4.8719485615","4.9901918047","5.108435048","5.2266782912","5.3449215344","5.4631647777","5.5944856146","5.7345248474","5.8309721011","5.9326503923","6.2705972101","6.3147340889","6.3147340889","6.3147340889","6.3147340889","6.3147340889","6.3147340889","","","",
"Gibraltar","GIB","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1384615385","1.1192899408","1.1001183432","1.0809467456","1.0617751479","1.0426035503","1.0234319527","1.004260355","0.9850887574","0.9659171598","0.9467455621","0.9275739645","0.9084023669","0.8892307692","0.8569230769","0.8634615385","0.87","0.8765384615","0.8830769231","0.9204733728","0.9578698225","0.9952662722","1.0326627219","1.0700591716","1.1074556213","1.144852071","1.1822485207","1.2196449704","1.2570414201","1.2944378698","1.3318343195","1.3692307692","1.3692307692","1.3692307692","1.3692307692","","","",
"Gambia, The","GMB","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","0.4349717268","0.5216462401","0.6083207533","0.6949952665","0.7816697797","0.8683442929","0.9550188061","1.0416933193","1.1283678326","1.2150423458","1.301716859","1.3883913722","1.4750658854","1.5617403986","1.6484149119","1.7350894251","1.8217639383","1.9084384515","1.9682470639","2.0165289256","2.0648107873","2.113092649","2.1613745107","2.2096563723","2.2096563723","2.2096563723","2.2096563723","2.2096563723","2.2096563723","2.2096563723","2.2096563723","2.2096563723","2.2096563723","2.2096563723","2.2096563723","2.2096563723","2.2096563723","2.2096563723","2.2096563723","2.2096563723","","","",
"Guinea-Bissau","GNB","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1418803419","0.4126495726","0.6834188034","0.9541880342","1.224957265","1.4957264957","1.4957264957","1.4957264957","1.4957264957","1.4957264957","1.4957264957","1.4957264957","1.4957264957","1.4957264957","1.4957264957","1.4957264957","1.4957264957","1.4957264957","1.4957264957","1.4957264957","1.4957264957","1.4957264957","1.4957264957","1.4957264957","1.4957264957","1.4957264957","1.4957264957","1.4957264957","1.4957264957","1.4957264957","1.4957264957","","","",
"Equatorial Guinea","GNQ","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0926784059","0.097953946","0.103229486","0.108505026","0.1137805661","0.1190561061","0.1243316461","0.1296071861","0.1348827262","0.1401582662","0.1454338062","0.1507093463","0.1559848863","0.1612604263","0.1657089898","0.1701575533","0.1746061168","0.1790546803","0.1835032437","0.1835032437","0.1835032437","0.1835032437","0.1835032437","0.1835032437","0.1835032437","0.1835032437","0.1835032437","0.1835032437","0.1835032437","0.1835032437","0.1835032437","0.1835032437","0.1835032437","0.1835032437","0.1835032437","","","",
"Greece","GRC","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","8.60610965","8.6149302043","8.6237507586","8.632571313","8.6413918673","8.6502124216","8.955371232","9.2605300425","9.5656888529","9.8708476634","10.1760064738","10.3605098119","10.5450131499","10.729516488","10.914019826","11.0985231641","12.0558365365","13.013149909","13.9704632814","14.9277766539","15.8850900263","16.0732348776","16.2613797289","16.0921167982","15.9228538674","15.7535909367","16.6619461865","17.5703014364","17.7932429699","18.0161845033","18.2391260368","18.4620675703","18.6850091038","18.9598084834","19.234607863","19.5094072426","19.4853327938","19.4612583451","19.6202205139","19.780194214","19.9381448513","20.0991300829","20.0991300829","20.0788994538","20.0606918875","20.0445073842","20.5057657293","20.5017196035","20.4774428485","20.4632814081","20.4774428485","20.683795266","","","",
"Grenada","GRD","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","5.2277777778","5.4555555556","5.6833333333","5.9111111111","6.1388888889","6.3666666667","6.5944444444","6.8222222222","7.05","7.05","7.05","7.05","7.05","7.05","7.05","7.05","","","",
"Greenland","GRL","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.1931207791","4.5029160395","4.8127112998","5.1225065601","5.4323018204","5.7420970807","5.7420970807","5.7420970807","5.7420970807","5.7420970807","5.7420970807","5.7420970807","5.7420970807","5.7420970807","5.7420970807","5.7420970807","5.7420970807","5.7420970807","5.7420970807","5.7420970807","5.7420970807","","","",
"Guam","GUM","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.3333333333","3.3847031963","3.4360730594","3.4874429224","3.5388127854","3.5901826484","3.6415525114","3.6929223744","3.7442922374","3.7092237443","3.6741552511","3.639086758","3.6040182648","3.5689497717","3.5148401826","3.4607305936","3.4066210046","3.3525114155","3.2984018265","3.2984018265","3.2984018265","3.2984018265","3.2984018265","3.2984018265","3.2984018265","3.2984018265","3.2984018265","3.2984018265","3.2984018265","3.2984018265","","","",
"High income","HIC","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.621268764","4.621268764","4.621268764","4.621268764","4.621268764","4.621268764","4.621268764","4.621268764","4.621268764","4.621268764","4.621268764","4.621268764","4.621268764","4.621268764","4.621268764","4.621268764","4.621268764","4.621268764","4.621268764","","","",
"Heavily indebted poor countries (HIPC)","HPC","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2750111161","1.3608587944","1.3492028203","1.3682589087","1.4103093438","1.4472463952","1.4742107603","1.5335704758","1.5184615385","1.4771164962","1.45120498","1.3981947532","1.2892663406","1.3802623388","1.4153201423","1.5028301467","1.4866740774","1.4939973321","1.4628723877","1.4784348599","","","",
