"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Haiti","HTI","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.0446741739","9.7477847517","10.4508953295","11.1540059073","11.8571164851","11.9661647195","12.0752129539","12.1842611883","12.2933094227","12.4023576571","12.5114058915","12.6204541259","12.7295023603","12.8385505947","12.9475988291","13.0566470635","13.1656952979","13.2747435323","13.3837917667","13.3837917667","13.3837917667","13.3837917667","13.3837917667","13.3837917667","13.3837917667","13.3837917667","13.3837917667","13.3837917667","13.3837917667","13.3837917667","13.3837917667","","","",
"Hungary","HUN","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","5.1474956822","5.4878756477","5.8282556131","6.1686355786","6.509015544","6.8493955095","7.1392746114","7.4291537133","7.7190328152","8.0089119171","8.298791019","8.832642487","9.3664939551","9.9003454231","10.4341968912","10.9680483592","11.1621021466","11.3561559339","11.5502097212","11.7442635085","11.9383172958","12.1323710831","12.3264248705","11.8400690846","11.3537132988","10.867357513","10.3810017271","10.3088658607","10.2367299942","10.1645941278","10.0924582614","10.0203223949","9.9481865285","9.8537708693","9.7593552101","9.6649395509","9.5705238918","9.4761082326","9.3816925734","10.9533678756","9.274611399","9.02417962","8.7236614853","9.067357513","6.7754749568","6.9602763385","6.8376511226","8.1805181347","8.4947521554","7.7082469775","8.0701208981","8.0701208981","","","",
"IBRD only","IBD","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.9141389889","10.4335961051","10.9530532213","11.4725103375","11.9919674536","12.5114245698","13.030881686","13.5503388022","14.0697959184","14.5892530345","15.1087101507","16.0204498466","16.9321895425","17.8439292384","18.7556689342","19.6674086301","20.579148326","21.4908880219","22.4026277178","23.3143674136","24.2261071095","25.1378468054","26.0495865013","26.9613261971","27.873065893","28.7848055889","29.6965452848","29.6965452848","29.6965452848","29.6965452848","29.6965452848","29.6965452848","","","",
"IDA only","IDX","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","39.022386527","40.2207845554","41.4191825837","42.617580612","43.8159786404","45.0143766687","46.2127746971","47.4111727254","48.6095707537","49.8079687821","51.0063668104","51.0741425344","51.1419182584","51.2096939823","51.2774697063","51.3452454303","52.4789433148","53.6126411994","54.746339084","55.8800369686","57.0137348532","58.1474327377","59.2811306223","60.4148285069","61.5485263915","62.682224276","64.2287420415","65.7752598069","67.3217775724","64.2061716985","64.5871585541","64.9681454097","65.3491322654","65.730119121","66.1111059766","66.4920928322","66.4920928322","66.4920928322","66.4920928322","66.4920928322","66.4920928322","66.4920928322","66.4920928322","66.4920928322","66.4920928322","66.4920928322","66.4920928322","","","",
"Not classified","INX","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","5.1491819057","5.1856180393","5.222054173","5.2584903066","5.2949264403","5.3313625739","5.3677987075","5.4042348412","5.4406709748","5.4771071085","5.5135432421","5.5499793758","5.5864155094","5.6228516431","5.6592877767","5.4943564616","5.3294251466","5.1644938315","4.9995625164","4.8346312013","4.6696998863","4.5047685712","4.3398372561","4.174905941","4.009974626","3.8450433109","3.6790182868","3.5129932628","3.5779595765","3.6429258903","4.0011763448","4.3594267993","4.7176772538","5.0759277083","5.4341781628","5.7924286173","6.1506790718","6.5089295263","20.0421348315","21.6011235955","21.6853932584","22.2050561798","","","",
"Iran, Islamic Rep.","IRN","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","39.3545848091","40.5709815811","41.787378353","43.003775125","44.2201718969","45.4365686689","46.6538399872","47.8703825168","49.0869250465","50.3034675762","51.5200101059","52.7365526355","53.9530951652","55.1696376949","56.3861802246","57.6027227542","58.8169331604","60.0333299323","61.2497267043","66.91722419","72.5847216756","73.5467226376","74.5087235996","75.4707245616","76.4327255236","77.3947264856","78.4011106738","79.407494862","80.4138790502","81.2890812891","81.2890812891","81.2890812891","81.2890812891","81.2890812891","81.2890812891","81.2890812891","81.2890812891","81.2890812891","81.2890812891","81.2890812891","81.2890812891","81.2890812891","81.2890812891","81.2890812891","81.2890812891","81.2890812891","81.2890812891","","","",
"Iraq","IRQ","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","56.9662921348","57.0323033708","57.0983146067","57.1643258427","57.2303370787","57.2963483146","57.3595505618","57.422752809","57.4859550562","57.5491573034","57.6123595506","58.1123595506","58.6123595506","59.1123595506","59.6123595506","60.1123595506","63.3707865169","66.6292134831","69.8876404494","73.1460674157","76.404494382","79.6629213483","82.9109550562","86.1693820225","89.4278089888","92.6862359551","90.0774277689","87.4686195827","84.8598113965","82.2510032103","79.6421950241","77.0333868379","74.4245786517","71.8157704655","69.2069622793","66.5981540931","63.9893459069","61.3735152488","58.7647070626","56.1558988764","49.0224719101","54.0870786517","60.481741573","47.1404494382","79.5196629213","63.2584269663","59.5838483146","","","",
"Iceland","ISL","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","0.1467590705","0.1478461748","0.148933279","0.1500203832","0.1511074874","0.1521945917","0.1671422748","0.1820899579","0.197037641","0.2119853241","0.2269330072","0.2269330072","0.2269330072","0.2262535671","0.2255741269","0.2248946868","0.2242152466","0.2235358065","0.2228563664","0.2221769262","0.2214974861","0.2228563664","0.2242152466","0.2242152466","0.2242152466","0.2464442633","0.2686732799","0.2909022965","0.3131313131","0.3353603298","0.3575893464","0.3786859628","0.3995108031","0.3955700503","0.3742356298","0.379807039","0.3533088735","0.394075282","0.394075282","0.394075282","0.394075282","0.394075282","","","",
"Israel","ISR","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","133.157190924","134.2075748426","135.1220774739","136.0365801053","136.9510827366","137.865585368","138.7800879993","139.6945906307","140.609093262","141.3941851436","142.1792770253","144.8451384695","147.5109999137","149.4147758318","151.3185517499","153.222327668","152.2301785868","146.3204210163","143.6459321888","140.9714433612","135.6569752394","134.7597273747","133.86247951","132.9652316452","132.0679837805","132.2060219136","133.6036580105","135.0012941075","136.3989302045","137.7965663014","139.1942023984","136.1789319299","133.1636614615","148.3909930118","122.4225692348","121.2866304317","120.1506916286","119.0147528255","117.8788140224","116.7428752193","115.6069364162","112.2595116901","108.912086964","105.5128979381","102.1482184453","98.8698127858","103.4423259425","103.6148736088","95.9365024588","100.4227417824","110.0854110948","131.998964714","","","",
"Italy","ITA","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","36.6552119129","37.1273869315","37.5995619501","38.0717369686","38.5439119872","39.0160870058","39.4864997545","39.9569125033","40.4273252521","40.8977380008","41.3681507496","40.864380751","40.3606107524","39.8568407537","39.3530707551","38.8493007565","38.3437684881","37.7941794746","37.2747546459","36.7553298172","36.2359049885","36.6766332814","37.1173615744","37.5580898674","37.9988181603","38.4395464533","38.8802747463","39.3210030392","39.7617313322","39.708080007","39.6973595324","38.2304599729","36.7635604133","35.2966608538","33.8297612942","32.3214483943","30.8828920074","29.4443356205","47.1953965597","29.6003409314","29.69508515","29.7898293686","29.8845735872","29.9440724097","29.9337582362","29.9234440626","29.8426390969","29.7618341312","29.6810291656","29.8220107498","29.6457837695","29.6457837695","","","",
"Jamaica","JAM","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.569712649","8.8436002693","9.1174878895","9.3913755098","9.6652631301","9.9391507504","10.2130383707","10.4869259909","10.7608136112","11.0347012315","11.3085888518","11.5824764721","11.8563640923","12.1302517126","12.4041393329","12.6780269532","12.9519145735","13.2258021937","13.499689814","13.7735774343","14.0474650546","14.3213526749","7.6688533678","12.4734362007","12.3439600157","12.2144838307","12.0850076458","11.0464307854","12.3828188792","","","",
"Jordan","JOR","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","49.9501605936","51.8108317643","53.671502935","55.5321741057","57.3928452763","59.253516447","61.1141876177","62.9748587883","64.835529959","66.6962011297","68.5568723004","74.3825451324","80.2082179643","86.0338907963","91.8595636283","92.4797873519","98.0807873044","103.6817872569","101.1008179991","98.6693669604","96.2379159217","93.806464883","91.3750138443","88.957802636","85.7653117732","82.5728209104","77.3183234973","81.810198883","82.31492176","88.9111276363","95.935319526","101.5616347325","103.2229482778","102.7799313324","95.5809059697","98.9035330601","88.1603721342","94.0303466608","99.7895669509","107.4094584118","96.1568279987","100.0775279654","100.4430169454","102.2261601506","104.3127699635","106.0493963894","102.5163362499","","","",
"Japan","JPN","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","40.5517241379","40.6803065134","40.8088888889","40.9374712644","41.0660536398","41.1946360153","41.3232183908","41.4518007663","41.5803831418","41.7089655172","41.8375478927","41.9302681992","42.0229885057","41.6367816092","41.2505747126","40.8459770115","40.9264367816","41.0068965517","41.1923371648","41.3777777778","41.5632183908","40.1954022989","38.8275862069","38.6712643678","38.5149425287","38.3586206897","38.2022988506","38.0459770115","37.6947126437","37.3434482759","37.2434811166","37.1435139573","37.043546798","36.9435796388","36.8436124795","36.7436453202","36.6436781609","36.4597701149","36.367816092","36.0459770115","36.0459770115","36.0459770115","","","",
"Kazakhstan","KAZ","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.1040221914","45.294036061","44.4840499307","40.9697642164","37.4554785021","33.9411927878","30.4269070735","29.1262135922","28.8904299584","30.8737864078","31.8446601942","32.7877947295","34.3966712899","29.4590846047","31.6366158114","28.3911234397","29.8751733703","33.0235783634","30.4438280166","29.6671289875","31.2482662968","32.0110957004","30.0416088766","30","31.1373092926","32.6518723994","32.6158113731","34.0984743412","34.0984743412","","","",
"Kenya","KEN","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.8920032976","16.4888071533","16.0856110089","15.6824148646","15.2792187203","14.8760225759","14.4728264316","14.0696302873","13.6664341429","13.2632379986","12.8600418543","14.9487390872","17.0374363202","19.1261335532","20.183723943","21.2413143328","22.2989047226","23.3564951125","24.4140855023","25.4716758921","26.5292662819","26.5325638912","26.5358615004","26.5391591096","26.5424567189","26.5457543281","33.2399010717","33.2399010717","33.2399010717","33.2399010717","33.2399010717","33.2399010717","","","",
"Kyrgyz Republic","KGZ","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.5631736138","63.8769856729","64.1907977319","64.5046097909","64.81842185","65.132233909","65.4460459681","62.8781976367","60.3103493053","57.7425009739","55.1746526425","52.6068043111","50.0389559797","50.0389559797","50.0389559797","50.0389559797","50.0389559797","50.0389559797","50.0389559797","50.0389559797","50.0389559797","50.0389559797","50.0389559797","50.0389559797","50.0389559797","50.0389559797","50.0389559797","50.0389559797","","","",
"Cambodia","KHM","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0365448505","1.0365448505","1.0365448505","1.0365448505","1.0365448505","1.0365448505","1.0365448505","1.0365448505","1.0365448505","1.0365448505","1.0365448505","1.0365448505","1.0365448505","1.0365448505","1.0365448505","1.0365448505","","","",
"Kiribati","KIR","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.8333333333","50.8333333333","50.8333333333","50.8333333333","50.8333333333","50.8333333333","50.8333333333","50.8333333333","50.8333333333","50.8333333333","","","",
"Korea, Rep.","KOR","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.0408639813","62.0715536652","64.1022433492","66.1329330331","68.163622717","70.194312401","72.2250020849","74.2556917688","76.4319906597","78.6082895505","80.7845884413","82.9608873322","85.137186223","85.1654018291","85.1936174353","85.2218330414","85.2218330414","85.2218330414","85.2218330414","85.2218330414","85.2218330414","85.2218330414","85.2218330414","85.2218330414","85.2218330414","85.2218330414","85.2218330414","85.2218330414","85.2218330414","85.2218330414","85.2218330414","85.2218330414","","","",
"Kuwait","KWT","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1535","1295.3174603175","1385.5724206349","1475.8273809524","1566.0823412698","1656.3373015873","1784.0922619048","1911.8472222222","1993.4236111111","2075","2176.8461538462","2278.6923076923","2380.5384615385","2482.3846153846","2584.2307692308","2686.0769230769","2787.9230769231","2889.7692307692","2991.6153846154","3093.4615384615","3195.3076923077","3297.1538461539","3399","3575","3850.5","3850.5","3850.5","3850.5","3850.5","","","",
"Latin America & Caribbean (excluding high income)","LAC","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lao PDR","LAO","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.277053455","2.5723598435","2.8676662321","3.1629726206","3.4582790091","3.7535853977","4.0488917862","4.3441981747","4.6395045632","4.9348109518","5.1173402868","4.9934810952","4.7718383312","4.7718383312","4.7913950456","4.7913950456","4.7913950456","","","",
"Lebanon","LBN","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","24.367293965","25.2928720243","26.2116192493","27.144028143","28.0559445336","28.9951842618","29.900269818","30.8463403805","31.7719184398","32.6974964992","33.6230745586","34.5486526179","35.4742306773","36.3998087366","37.325386796","38.2509648554","39.111649988","40.0440588818","40.9628061068","41.8883841661","42.6454683106","43.4025524551","44.1596365996","44.9167207441","45.6738048886","41.0772225827","40.2790395847","39.4808565866","38.6826735886","37.8844905905","35.5613238157","37.8844905905","40.2076573653","42.5308241402","44.853990915","47.1771576898","49.5003244646","51.8234912395","54.1466580143","56.4698247891","58.7929915639","58.7929915639","58.7929915639","58.7929915639","58.7929915639","58.7929915639","58.7929915639","","","",
"Liberia","LBR","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2355072464","0.2356187291","0.2357302118","0.2358416945","0.2359531773","0.23606466","0.2361761427","0.2362876254","0.2363991081","0.2365105909","0.2366220736","0.2367335563","0.236845039","0.2369565217","0.2424275362","0.2478985507","0.2533695652","0.2588405797","0.2643115942","0.2643115942","0.2643115942","0.2643115942","0.2643115942","0.2643115942","0.2643115942","0.2643115942","0.2643115942","0.2643115942","0.2643115942","0.2643115942","0.2643115942","0.2643115942","0.2643115942","0.2643115942","0.2643115942","","","",
"Libya","LBY","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","171.4285714286","179.1428571429","186.8571428571","194.5714285714","202.2857142857","210","257","304","351","398","445","492","539","586","633","680","674.2857142857","668.5714285714","662.8571428571","657.1428571429","650.6114285714","644.08","637.5485714286","628.4457142857","621.9142857143","615.4285714286","631.9571428571","648.4857142857","665.0142857143","681.5428571429","698.0714285714","715.0816326531","732.0918367347","749.1020408163","766.112244898","783.1224489796","800.1326530612","817.1428571429","817.1428571429","817.1428571429","817.1428571429","817.1428571429","817.1428571429","817.1428571429","817.1428571429","817.1428571429","817.1428571429","","","",
"St. Lucia","LCA","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","","","",
"Latin America & Caribbean","LCN","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Least developed countries: UN classification","LDC","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.5063113604","70.7795231417","73.0527349229","75.3259467041","77.5991584853","79.8723702665","82.1455820477","84.4187938289","86.6920056101","88.9652173913","91.2384291725","91.147826087","91.0572230014","90.9666199158","90.8760168303","90.7854137447","90.7854137447","90.7854137447","90.7854137447","90.7854137447","90.7854137447","90.7854137447","90.7854137447","90.7854137447","90.7854137447","90.7854137447","90.7854137447","90.7854137447","90.7854137447","90.7854137447","90.7854137447","90.7854137447","","","",
"Lower middle income","LMC","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9291154071","2.8920883842","2.8550613612","2.8180343382","2.7810073153","2.7439802923","2.7069532693","2.6699262464","2.6328992234","2.5958722004","2.5588451775","2.5218181545","2.4847911315","2.5659050967","2.5659050967","2.5659050967","2.5659050967","2.5659050967","2.5659050967","2.5659050967","2.5659050967","2.5659050967","2.5659050967","2.5659050967","2.5659050967","2.5659050967","2.5659050967","2.5659050967","2.5659050967","2.5659050967","2.5659050967","2.5659050967","2.5659050967","2.5659050967","2.5659050967","","","",
"Late-demographic dividend","LTE","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.3424657534","29.4448449892","27.5472242249","25.6496034607","23.7519826965","21.8543619322","19.956741168","19.2220620043","18.4873828407","17.752703677","17.0180245133","16.6705118962","16.322999279","13.3713049748","10.4196106705","7.4679163663","4.516222062","3.870223504","3.2242249459","2.5782263879","2.752703677","2.2198990627","1.8673395818","1.8341023792","1.8341023792","1.8341023792","1.8341023792","","","",
"Luxembourg","LUX","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","2.8855721393","3.0132669983","3.1409618574","3.2686567164","3.3963515755","3.5240464345","3.4776119403","3.4311774461","3.3847429519","3.3383084577","3.2918739635","3.7446102819","4.1973466003","4.6500829187","5.1028192371","5.5555555556","5.4726368159","5.3897180763","5.3067993367","5.223880597","5.1409618574","5.0580431177","4.9751243781","4.8922056385","4.8092868988","4.7263681592","4.8051409619","4.8839137645","4.9626865672","5.0414593698","4.9270315091","4.8126036484","4.6981757877","4.583747927","4.4693200663","4.3548922056","4.2404643449","4.1260364842","4.0116086235","3.8971807629","3.9469320066","3.8391376451","3.6981757877","3.5737976783","3.8142620232","3.7147595357","3.6815920398","3.7810945274","4.328358209","4.087893864","3.9635157546","3.9635157546","","","",
"Latvia","LVA","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3935572579","2.2573561186","2.1211549794","1.9849538401","1.8487527008","1.7125515616","1.5763504223","1.4407778433","1.3961107837","1.3514437242","1.3067766647","1.2621096052","1.2174425457","1.3482616382","2.3270477313","1.621685327","2.1750147319","1.4625810253","1.390689452","0.9929286977","1.0412492634","1.0952143017","1.0672808544","1.0804301709","1.0526163819","1.0678314673","1.0678314673","","","",
"Macao SAR, China","MAC","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","43.2006912111","44.2087073393","45.2167234676","46.2247395958","47.2327557241","48.2407718523","49.1527864446","50.0648010368","50.9768156291","51.8888302213","52.8008448135","51.8216291461","50.8424134786","49.8631978112","48.8839821437","47.8884462151","50.4444871118","53.0005280084","52.9669274708","53.6965391446","54.0325445207","54.4140546249","55.9307828925","57.4475111602","58.9642394278","60.4809676955","65.792252676","71.1035376566","68.559496952","66.0154562473","63.4714155426","60.927374838","58.3833341333","55.8392934287","53.295252724","50.7512120194","50.7512120194","50.7512120194","50.7512120194","50.7512120194","50.7512120194","50.7512120194","50.7512120194","50.7512120194","50.7512120194","50.7512120194","50.7512120194","","","",
"Monaco","MCO","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.1505791506","27.5118800119","25.8731808732","24.2344817345","26.0815906754","22.110997111","21.6262116262","21.1414261414","20.6566406566","12.9789129789","12.8601128601","12.8304128304","12.6522126522","12.6522126522","12.6819126819","12.6819126819","13.1422631423","12.8452628453","12.6373626374","12.577962578","12.6225126225","12.4591624592","12.4294624295","12.474012474","12.5185625186","12.474012474","12.4294624295","12.4591624592","12.5631125631","12.5631125631","","","",
"Madagascar","MDG","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","13.6426778243","13.4892573222","13.3358368201","13.182416318","13.0289958159","12.8755753138","12.7221548117","12.5687343096","12.4153138075","12.2618933054","12.1084728033","11.9550523013","11.8016317992","11.6482112971","11.494790795","11.3413702929","11.1879497908","11.2026610879","11.2173723849","11.232083682","11.2467949791","11.2615062762","11.2615062762","11.2615062762","11.2615062762","11.2615062762","11.2615062762","11.2615062762","11.2615062762","11.2615062762","11.2615062762","11.2615062762","11.2615062762","11.2615062762","11.2615062762","11.2615062762","11.2615062762","11.2615062762","","","",
"Maldives","MDV","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.3333333333","11.7301587302","11.746031746","11.9523809524","11.5873015873","12.3650793651","12.5714285714","12.7777777778","15.3205128205","15.8814102564","16.4423076923","17.0032051282","17.5641025641","17.6666666667","17.125","16.9166666667","16.7083333333","16.5","14.4761904762","14.873015873","15.4603174603","15.6666666667","9.5238095238","3.380952381","15.6666666667","15.6666666667","15.6666666667","15.6666666667","15.6666666667","15.6666666667","15.6666666667","15.6666666667","15.6666666667","15.6666666667","15.6666666667","","","",
"Middle East & North Africa","MEA","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
